timestamp,standardised load [-],standardised forecast load [-],central valais solar production [kWh],sion area solar production [kWh],sierre area production [kWh],remote solar production [kWh]
01/10/2022 00:15,-0.271102896145326,-0.411360000670157,0,0,0,2.316885
01/10/2022 00:30,-0.299581772365678,-0.411360000670157,0,0,0,1.866885
01/10/2022 00:45,-0.314413098373099,-0.411360000670157,0,0,0,1.541885
01/10/2022 01:00,-0.342867930729517,-0.411360000670157,0,0,0,1.491885
01/10/2022 01:15,-0.377349619561366,-0.53096593837763,0,0,0,1.491885
01/10/2022 01:30,-0.373569363974009,-0.53096593837763,0,0,0,1.491885
01/10/2022 01:45,-0.452133009211807,-0.53096593837763,0,0,0,1.491885
01/10/2022 02:00,-0.444983553101362,-0.53096593837763,0,0,0,1.491885
01/10/2022 02:15,-0.466618784633247,-0.590768907231367,0,0,0,1.491885
01/10/2022 02:30,-0.49929331981356,-0.590768907231367,0,0,0,1.491885
01/10/2022 02:45,-0.491274376062565,-0.590768907231367,0,0,0,1.491885
01/10/2022 03:00,-0.478411663755997,-0.590768907231367,0,0,0,1.491885
01/10/2022 03:15,-0.488937076846991,-0.590768907231367,0,0,0,1.491885
01/10/2022 03:30,-0.485161122533806,-0.590768907231367,0,0,0,1.491885
01/10/2022 03:45,-0.476005843996456,-0.590768907231367,0,0,0,1.491885
01/10/2022 04:00,-0.456005345931045,-0.590768907231367,0,0,0,1.566885
01/10/2022 04:15,-0.459622718685666,-0.560867422804499,0,0,0,1.491885
01/10/2022 04:30,-0.459077703271114,-0.560867422804499,0,0,0,1.491885
01/10/2022 04:45,-0.480487648219146,-0.560867422804499,0,0,0,1.491885
01/10/2022 05:00,-0.433304460200691,-0.560867422804499,0,0,0,1.491885
01/10/2022 05:15,-0.413316348582008,-0.501064453950762,0,0,0,1.491885
01/10/2022 05:30,-0.373874572182851,-0.501064453950762,0,0,0,1.491885
01/10/2022 05:45,-0.389297774916901,-0.501064453950762,0,0,0,1.491885
01/10/2022 06:00,-0.349670451097892,-0.501064453950762,0,0,0,1.491885
01/10/2022 06:15,-0.286644851909028,-0.471162969523894,0,0,0,1.491885
01/10/2022 06:30,-0.27973367792157,-0.471162969523894,0,0,0,1.491885
01/10/2022 06:45,-0.228418095419449,-0.471162969523894,0,0,0,1.491885
01/10/2022 07:00,-0.253415273630691,-0.471162969523894,0,0,0,1.491885
01/10/2022 07:15,-0.148781876082006,-0.291754062962685,0,0,0,1.591885
01/10/2022 07:30,-0.173769910852033,-0.291754062962685,0,0,0,12.165885
01/10/2022 07:45,-0.117418270027277,-0.291754062962685,0,0,0,16.336885
01/10/2022 08:00,0.00194327351042217,-0.291754062962685,0,0,0.6,44.513885
01/10/2022 08:15,0.0475857517051999,-0.0525421875477388,0,0,1.8,75.206885
01/10/2022 08:30,0.0971655760629429,-0.0525421875477388,0.375,0,1.8,106.861885
01/10/2022 08:45,0.158749096067157,-0.0525421875477388,1.875,0,2.4,167.819885
01/10/2022 09:00,0.206013506205196,-0.0525421875477388,7.125,0,3.6,234.951885
01/10/2022 09:15,0.287711242297365,0.126866719013471,7.875,0,4,228.753885
01/10/2022 09:30,0.320980947771546,0.126866719013471,7.125,0,4.2,230.527885
01/10/2022 09:45,0.354133786285996,0.126866719013471,11.25,0,4.6,284.870885
01/10/2022 10:00,0.344532730889672,0.126866719013471,26.625,0,7.4,473.256885
01/10/2022 10:15,0.382475972998779,0.216571172294075,25.125,0,10.8,562.349885
01/10/2022 10:30,0.380969406449607,0.216571172294075,25.5,0,10.8,605.777885
01/10/2022 10:45,0.392825493607656,0.216571172294075,20.25,0,9.4,578.937885
01/10/2022 11:00,0.431163442881957,0.216571172294075,23.625,0,6.8,530.868885
01/10/2022 11:15,0.456077016693277,0.216571172294075,28.5,0,6.2,560.908885
01/10/2022 11:30,0.515709686624009,0.216571172294075,26.25,0,6.4,511.257885
01/10/2022 11:45,0.594193671276422,0.216571172294075,28.125,0,4.6,511.276885
01/10/2022 12:00,0.661556974948085,0.216571172294075,11.625,0,6.4,497.689885
01/10/2022 12:15,0.608655285248521,0.186669687867207,14.25,0,6.8,531.232885
01/10/2022 12:30,0.611384312015087,0.186669687867207,26.625,0,6,467.502885
01/10/2022 12:45,0.579702613918519,0.186669687867207,22.5,0,5,442.018885
01/10/2022 13:00,0.510546744240858,0.186669687867207,12.375,0,2.4,337.748885
01/10/2022 13:15,0.513573481970743,0.0969652345866024,20.625,0,2.4,400.909885
01/10/2022 13:30,0.494309451878852,0.0969652345866024,21.75,0,2.8,447.829885
01/10/2022 13:45,0.490226814835827,0.0969652345866024,28.5,0,4.4,518.997885
01/10/2022 14:00,0.451744221401202,0.0969652345866024,23.625,0,5,603.058885
01/10/2022 14:15,0.414266876189986,0.0969652345866024,29.625,0,4.6,640.814885
01/10/2022 14:30,0.388401362675178,0.0969652345866024,25.125,0,6.4,645.255885
01/10/2022 14:45,0.27957819131613,0.0969652345866024,31.125,0,4.6,838.988885
01/10/2022 15:00,0.295738953216274,0.0969652345866024,28.5,0,9,647.466885
01/10/2022 15:15,0.270884344958783,0.00726078130599768,28.875,0,7.2,667.715885
01/10/2022 15:30,0.236003879330818,0.00726078130599768,28.5,0,5.6,602.754885
01/10/2022 15:45,0.219953119754371,0.00726078130599768,28.5,0,5.4,615.558885
01/10/2022 16:00,0.184892599120895,0.00726078130599768,31.875,0,6.8,632.783885
01/10/2022 16:15,0.187021007861707,-0.0525421875477388,30.75,0,7.4,638.060885
01/10/2022 16:30,0.17528474376051,-0.0525421875477388,22.5,0,5.2,498.533885
01/10/2022 16:45,0.198111951493136,-0.0525421875477388,16.5,0,5.2,425.704885
01/10/2022 17:00,0.227300467400648,-0.0525421875477388,21.375,0,4.6,463.947885
01/10/2022 17:15,0.204334692321509,0.0371622657328659,19.875,0,5,440.525885
01/10/2022 17:30,0.199852532990891,0.0371622657328659,22.125,0,4,398.663885
01/10/2022 17:45,0.248912594575997,0.0371622657328659,5.25,0,0.8,274.397885
01/10/2022 18:00,0.223322507238255,0.0371622657328659,12,0,5.2,316.533885
01/10/2022 18:15,0.296847407326878,0.186669687867207,0,0,0.8,106.844885
01/10/2022 18:30,0.343482833135683,0.186669687867207,0,0,0.8,110.791885
01/10/2022 18:45,0.423707943706284,0.186669687867207,0,0,0,45.623885
01/10/2022 19:00,0.38516328163895,0.186669687867207,0,0,0,8.203885
01/10/2022 19:15,0.457844417070562,0.30627562557468,0,0,0,1.691885
01/10/2022 19:30,0.427173092745274,0.30627562557468,0,0,0,1.491885
01/10/2022 19:45,0.438090145198205,0.30627562557468,0,0,0,1.566885
01/10/2022 20:00,0.405153841385798,0.30627562557468,0,0,0,1.491885
01/10/2022 20:15,0.313093043549334,0.186669687867207,0,0,0,1.491885
01/10/2022 20:30,0.281192884701764,0.186669687867207,0,0,0,1.491885
01/10/2022 20:45,0.196365269664488,0.186669687867207,0,0,0,1.491885
01/10/2022 21:00,0.124174627646112,0.186669687867207,0,0,0,1.516885
01/10/2022 21:15,0.0736896472905911,-0.0226407031208705,0,0,0,1.491885
01/10/2022 21:30,0.0192652583240734,-0.0226407031208705,0,0,0,1.491885
01/10/2022 21:45,-0.0147514648863048,-0.0226407031208705,0,0,0,1.491885
01/10/2022 22:00,-0.0729391348108875,-0.0226407031208705,0,0,0,1.491885
01/10/2022 22:15,-0.111188936185158,-0.172148125255212,0,0,0,1.491885
01/10/2022 22:30,-0.160536539947622,-0.172148125255212,0,0,0,1.491885
01/10/2022 22:45,-0.177961182700475,-0.172148125255212,0,0,0,1.491885
01/10/2022 23:00,-0.25895428706795,-0.172148125255212,0,0,0,1.491885
01/10/2022 23:15,-0.319759528079778,-0.381458516243289,0,0,0,1.566885
01/10/2022 23:30,-0.345304424994068,-0.381458516243289,0,0,0,1.491885
01/10/2022 23:45,-0.387953417436084,-0.381458516243289,0,0,0,1.491885
02/10/2022 00:00,-0.418561498450451,-0.381458516243289,0,0,0,1.491885
02/10/2022 00:15,-0.446526985027201,-0.471162969523894,0,0,0,1.491885
02/10/2022 00:30,-0.481368138326189,-0.471162969523894,0,0,0,1.491885
02/10/2022 00:45,-0.555050858019941,-0.471162969523894,0,0,0,1.491885
02/10/2022 01:00,-0.57987055752193,-0.471162969523894,0,0,0,1.491885
02/10/2022 01:15,-0.636077723509349,-0.53096593837763,0,0,0,1.491885
02/10/2022 01:30,-0.645912342326294,-0.53096593837763,0,0,0,1.491885
02/10/2022 01:45,-0.643242162352298,-0.53096593837763,0,0,0,1.491885
02/10/2022 02:00,-0.670277995187667,-0.53096593837763,0,0,0,1.491885
02/10/2022 02:15,-0.681763449616661,-0.590768907231367,0,0,0,1.491885
02/10/2022 02:30,-0.729983268227682,-0.590768907231367,0,0,0,1.491885
02/10/2022 02:45,-0.702289007677276,-0.590768907231367,0,0,0,1.566885
02/10/2022 03:00,-0.752176901096802,-0.590768907231367,0,0,0,1.491885
02/10/2022 03:15,-0.730029469885629,-0.590768907231367,0,0,0,1.491885
02/10/2022 03:30,-0.680839601066801,-0.590768907231367,0,0,0,1.491885
02/10/2022 03:45,-0.716576472958836,-0.590768907231367,0,0,0,1.491885
02/10/2022 04:00,-0.719514209118638,-0.590768907231367,0,0,0,1.491885
02/10/2022 04:15,-0.771256519643869,-0.560867422804499,0,0,0,1.491885
02/10/2022 04:30,-0.76505191401275,-0.560867422804499,0,0,0,1.491885
02/10/2022 04:45,-0.734765362061657,-0.560867422804499,0,0,0,1.491885
02/10/2022 05:00,-0.734330962766622,-0.560867422804499,0,0,0,1.491885
02/10/2022 05:15,-0.721895689874874,-0.501064453950762,0,0,0,1.491885
02/10/2022 05:30,-0.682856906884512,-0.501064453950762,0,0,0,1.491885
02/10/2022 05:45,-0.676452815259448,-0.501064453950762,0,0,0,1.491885
02/10/2022 06:00,-0.692216204333231,-0.501064453950762,0,0,0,1.491885
02/10/2022 06:15,-0.664944124778263,-0.590768907231367,0,0,0,1.566885
02/10/2022 06:30,-0.721431574395893,-0.590768907231367,0,0,0,1.491885
02/10/2022 06:45,-0.687177060569527,-0.590768907231367,0,0,0,1.491885
02/10/2022 07:00,-0.702135427026053,-0.590768907231367,0,0,0,1.491885
02/10/2022 07:15,-0.643943368814098,-0.53096593837763,0,0,0,1.491885
02/10/2022 07:30,-0.590875950714959,-0.53096593837763,0,0,0,1.493885
02/10/2022 07:45,-0.601553754492861,-0.53096593837763,0,0,0.2,11.441885
02/10/2022 08:00,-0.553572784766487,-0.53096593837763,0,0,1.2,69.045885
02/10/2022 08:15,-0.526962362997675,-0.321655547389553,3.75,0,3,233.863885
02/10/2022 08:30,-0.492210654565752,-0.321655547389553,3,0,6.2,297.500885
02/10/2022 08:45,-0.457084734105,-0.321655547389553,0,0,5.8,441.948885
02/10/2022 09:00,-0.471232811293911,-0.321655547389553,23.625,0,10,664.422885
02/10/2022 09:15,-0.437069005201877,-0.00768996090743644,32.625,0,14.6,937.692885
02/10/2022 09:30,-0.492621366280634,-0.00768996090743644,61.125,0,20.2,1444.480885
02/10/2022 09:45,-0.486033935489655,-0.00768996090743644,70.875,0,17.6,1603.582885
02/10/2022 10:00,-0.435458058087297,-0.00768996090743644,67.125,0,20.6,1557.332885
02/10/2022 10:15,-0.424924063613332,0.00726078130599768,67.875,0,21.4,1842.921885
02/10/2022 10:30,-0.41468119884748,0.00726078130599768,73.875,0,19.4,1787.733885
02/10/2022 10:45,-0.484881257507642,0.00726078130599768,76.875,0,30.2,2374.122885
02/10/2022 11:00,-0.53461303513458,0.00726078130599768,92.25,0,24.4,2748.977885
02/10/2022 11:15,-0.663950866738762,-0.291754062962685,190.125,0,52,3863.874885
02/10/2022 11:30,-0.7258320847719,-0.291754062962685,241.5,0,55,4204.562885
02/10/2022 11:45,-0.722260606777315,-0.291754062962685,258.375,0,88.8,4512.094885
02/10/2022 12:00,-0.725129749490197,-0.291754062962685,249.75,0,78.6,4478.928885
02/10/2022 12:15,-0.754976350939213,-0.471162969523894,241.875,0,79,4564.208885
02/10/2022 12:30,-0.827540281940978,-0.471162969523894,258.375,0,81,4681.882885
02/10/2022 12:45,-0.871559356023204,-0.471162969523894,259.875,0,81.8,4777.917885
02/10/2022 13:00,-0.910748261477982,-0.471162969523894,175.875,0,83.6,4633.529885
02/10/2022 13:15,-0.965186832420385,-0.560867422804499,234.375,0,85.4,4720.966885
02/10/2022 13:30,-1.03094519641589,-0.560867422804499,265.125,0,84,4944.205885
02/10/2022 13:45,-1.07229686553971,-0.560867422804499,257.25,0,83.8,4936.978885
02/10/2022 14:00,-1.10025937602983,-0.560867422804499,255,0,84.4,4932.386885
02/10/2022 14:15,-1.10727448728571,-0.650571876085103,252,0,83.4,4874.501885
02/10/2022 14:30,-1.07949636952676,-0.650571876085103,250.125,0,67.6,4460.435885
02/10/2022 14:45,-1.0282798621365,-0.650571876085103,252.75,0,26.2,4329.113885
02/10/2022 15:00,-1.16631242551614,-0.650571876085103,238.5,0,60.4,4454.985885
02/10/2022 15:15,-1.17049262081928,-0.650571876085103,212.25,0,70.4,4246.171885
02/10/2022 15:30,-1.15911966975558,-0.650571876085103,201.75,0,65.2,4025.451885
02/10/2022 15:45,-1.0905463781506,-0.650571876085103,186.75,0,60.6,3791.899885
02/10/2022 16:00,-1.09149308060008,-0.650571876085103,171.375,0,55.6,3555.947885
02/10/2022 16:15,-1.028425367022,-0.620670391658235,154.875,0,49,3296.926885
02/10/2022 16:30,-0.989556446734105,-0.620670391658235,140.25,0,43.6,2996.681885
02/10/2022 16:45,-0.903084353927714,-0.620670391658235,125.25,0,37.4,2673.817885
02/10/2022 17:00,-0.861485426210964,-0.620670391658235,107.625,0,30.8,2350.683885
02/10/2022 17:15,-0.757784616159555,-0.321655547389553,87,0,24,1998.135885
02/10/2022 17:30,-0.671550801948588,-0.321655547389553,66.375,0,16.2,1654.977885
02/10/2022 17:45,-0.552778150819901,-0.321655547389553,48.75,0,8,1302.320885
02/10/2022 18:00,-0.46582817328342,-0.321655547389553,35.25,0,4.2,969.114885
02/10/2022 18:15,-0.34411185969044,0.00726078130599768,28.5,0,2.8,633.787885
02/10/2022 18:30,-0.230633903041252,0.00726078130599768,17.625,0,2.8,303.297885
02/10/2022 18:45,-0.118125494510184,0.00726078130599768,0,0,2,104.271885
02/10/2022 19:00,-0.0684888458288652,0.00726078130599768,0,0,0.4,38.064885
02/10/2022 19:15,0.01300654459227,0.276374141147812,0,0,0,7.502885
02/10/2022 19:30,0.0185116569809628,0.276374141147812,0,0,0,2.341885
02/10/2022 19:45,0.0662680421083601,0.276374141147812,0,0,0,2.131885
02/10/2022 20:00,0.0499241903233631,0.276374141147812,0,0,0,2.066885
02/10/2022 20:15,0.0337473968288885,0.156768203440339,0,0,0,2.216885
02/10/2022 20:30,-0.0175186986790255,0.156768203440339,0,0,0,2.116885
02/10/2022 20:45,-0.102938460889366,0.156768203440339,0,0,0,2.166885
02/10/2022 21:00,-0.150721674303125,0.156768203440339,0,0,0,2.231885
02/10/2022 21:15,-0.211132892496825,-0.0226407031208705,0,0,0,2.116885
02/10/2022 21:30,-0.219221091700579,-0.0226407031208705,0,0,0,2.066885
02/10/2022 21:45,-0.304008967573852,-0.0226407031208705,0,0,0,2.091885
02/10/2022 22:00,-0.326371851701327,-0.0226407031208705,0,0,0,2.066885
02/10/2022 22:15,-0.349594821340244,-0.231951094108948,0,0,0,2.046885
02/10/2022 22:30,-0.392348169654732,-0.231951094108948,0,0,0,1.951885
02/10/2022 22:45,-0.412706073266813,-0.231951094108948,0,0,0,1.826885
02/10/2022 23:00,-0.47673405865029,-0.231951094108948,0,0,0,1.791885
02/10/2022 23:15,-0.523361756746176,-0.441261485097026,0,0,0,1.816885
02/10/2022 23:30,-0.593635782506337,-0.441261485097026,0,0,0,1.791885
02/10/2022 23:45,-0.63038886393338,-0.441261485097026,0,0,0,1.841885
03/10/2022 00:00,-0.661493208276882,-0.441261485097026,0,0,0,2.141885
03/10/2022 00:15,-0.673268582460157,-0.560867422804499,0,0,0,3.816885
03/10/2022 00:30,-0.704071203826269,-0.560867422804499,0,0,0,2.341885
03/10/2022 00:45,-0.712243039178004,-0.560867422804499,0,0,0,1.766885
03/10/2022 01:00,-0.74977285099763,-0.560867422804499,0,0,0,1.741885
03/10/2022 01:15,-0.771096487081388,-0.650571876085103,0,0,0,1.816885
03/10/2022 01:30,-0.778211284893248,-0.650571876085103,0,0,0,1.791885
03/10/2022 01:45,-0.792926113159114,-0.650571876085103,0,0,0,1.791885
03/10/2022 02:00,-0.820445123243722,-0.650571876085103,0,0,0,1.866885
03/10/2022 02:15,-0.815137153371822,-0.680473360511972,0,0,0,1.766885
03/10/2022 02:30,-0.804966742381788,-0.680473360511972,0,0,0,1.766885
03/10/2022 02:45,-0.837568324048306,-0.680473360511972,0,0,0,1.791885
03/10/2022 03:00,-0.821991999246119,-0.680473360511972,0,0,0,1.791885
03/10/2022 03:15,-0.790431759819409,-0.620670391658235,0,0,0,1.816885
03/10/2022 03:30,-0.819578604634687,-0.620670391658235,0,0,0,1.791885
03/10/2022 03:45,-0.769426762549629,-0.620670391658235,0,0,0,1.791885
03/10/2022 04:00,-0.755523849757552,-0.620670391658235,0,0,0,1.641885
03/10/2022 04:15,-0.740115859047549,-0.560867422804499,0,0,0,1.491885
03/10/2022 04:30,-0.726234636059566,-0.560867422804499,0,0,0,1.491885
03/10/2022 04:45,-0.660866265230307,-0.560867422804499,0,0,0,1.491885
03/10/2022 05:00,-0.671120856788755,-0.560867422804499,0,0,0,1.491885
03/10/2022 05:15,-0.576890020274139,-0.381458516243289,0,0,0,1.491885
03/10/2022 05:30,-0.580633733844698,-0.381458516243289,0,0,0,1.566885
03/10/2022 05:45,-0.477412960336318,-0.381458516243289,0,0,0,1.491885
03/10/2022 06:00,-0.472250044997811,-0.381458516243289,0,0,0,1.491885
03/10/2022 06:15,-0.328448387640032,-0.0525421875477388,0,0,0,1.491885
03/10/2022 06:30,-0.212235355630965,-0.0525421875477388,0,0,0,1.491885
03/10/2022 06:45,-0.166738786815485,-0.0525421875477388,0,0,0,1.491885
03/10/2022 07:00,-0.0752255465900622,-0.0525421875477388,0,0,0,1.491885
03/10/2022 07:15,0.0887472464234258,0.336177110001548,0,0,0,1.516885
03/10/2022 07:30,0.162847476620267,0.336177110001548,0,0,0,1.491885
03/10/2022 07:45,0.251423399289935,0.336177110001548,0,0,0,11.745885
03/10/2022 08:00,0.317205475558528,0.336177110001548,0,0,0,49.935885
03/10/2022 08:15,0.409958064793288,0.425881563282153,0,0,0,94.788885
03/10/2022 08:30,0.433693907875873,0.425881563282153,3.375,0,0,174.056885
03/10/2022 08:45,0.419329973276861,0.425881563282153,2.25,0,0,336.975885
03/10/2022 09:00,0.392674946659923,0.425881563282153,53.25,0,0,653.279885
03/10/2022 09:15,0.288115391570706,0.30627562557468,85.125,0,0,1050.319885
03/10/2022 09:30,0.197671279016662,0.30627562557468,106.5,0,0,1442.108885
03/10/2022 09:45,0.16730252075613,0.30627562557468,129,0,0,1874.754885
03/10/2022 10:00,0.0534795250174807,0.30627562557468,148.125,0,0,2259.239885
03/10/2022 10:15,0.0248118677785966,0.126866719013471,170.25,0,0,2627.860885
03/10/2022 10:30,0.00209827459335552,0.126866719013471,194.625,0,41.6,2965.616885
03/10/2022 10:45,-0.0517260419436942,0.126866719013471,163.875,0,51.4,3099.009885
03/10/2022 11:00,-0.0488958787930884,0.126866719013471,186.375,0,46.2,3322.072885
03/10/2022 11:15,-0.139692949813726,0.0670637501597341,230.25,0,60,3666.895885
03/10/2022 11:30,-0.0713593760495447,0.0670637501597341,226.5,0,64.4,3813.208885
03/10/2022 11:45,-0.0916732486302831,0.0670637501597341,235.5,0,66.4,4211.505885
03/10/2022 12:00,-0.19314556006696,0.0670637501597341,260.25,0,70.2,4465.395885
03/10/2022 12:15,-0.343630340395433,-0.20204960968208,268.125,0,72,4587.726885
03/10/2022 12:30,-0.518269807728092,-0.20204960968208,273.375,0,73.2,4681.748885
03/10/2022 12:45,-0.595669611425378,-0.20204960968208,274.875,0,74.8,4749.636885
03/10/2022 13:00,-0.610301640751357,-0.20204960968208,276.75,0,76.6,4787.882885
03/10/2022 13:15,-0.567420054968324,-0.381458516243289,279.75,0,77.6,4829.309885
03/10/2022 13:30,-0.52448979940966,-0.381458516243289,278.625,0,78,4847.324885
03/10/2022 13:45,-0.464277508679224,-0.381458516243289,271.125,0,73.4,4775.231885
03/10/2022 14:00,-0.509744525930326,-0.381458516243289,267,0,74.6,4763.564885
03/10/2022 14:15,-0.524199014226787,-0.411360000670157,262.875,0,73.6,4701.062885
03/10/2022 14:30,-0.546812638651075,-0.411360000670157,252.75,0,71.8,4587.573885
03/10/2022 14:45,-0.540331615597912,-0.411360000670157,249,0,68.4,4499.071885
03/10/2022 15:00,-0.52144066048397,-0.411360000670157,241.875,0,58.6,4303.660885
03/10/2022 15:15,-0.497352030609486,-0.381458516243289,231,0,62.4,4203.332885
03/10/2022 15:30,-0.46531689547372,-0.381458516243289,208.125,0,57.6,3796.455885
03/10/2022 15:45,-0.431812784667406,-0.381458516243289,197.625,0,53.4,3625.004885
03/10/2022 16:00,-0.367240983240524,-0.381458516243289,178.875,0,46.6,3418.791885
03/10/2022 16:15,-0.344084636317112,-0.20204960968208,165,0,39.2,3163.642885
03/10/2022 16:30,-0.323677567894839,-0.20204960968208,148.875,0,36,2893.570885
03/10/2022 16:45,-0.297184823249209,-0.20204960968208,134.625,0,31.8,2635.709885
03/10/2022 17:00,-0.261980940136342,-0.20204960968208,113.25,0,26.4,2318.875885
03/10/2022 17:15,-0.193414716590148,0.0969652345866024,92.625,0,19.6,1902.015885
03/10/2022 17:30,-0.163729389405506,0.0969652345866024,64.875,0,12.8,1624.660885
03/10/2022 17:45,-0.116989324343399,0.0969652345866024,42.375,0,4.8,1247.542885
03/10/2022 18:00,0.0441526211724165,0.0969652345866024,46.5,0,2,933.204885
03/10/2022 18:15,0.154089889565729,0.485684532135889,39,0,1.6,597.211885
03/10/2022 18:30,0.27102661859731,0.485684532135889,27.375,0,2.6,326.171885
03/10/2022 18:45,0.333344325418158,0.485684532135889,1.875,0,2.4,152.180885
03/10/2022 19:00,0.332211948556588,0.485684532135889,0,0,0.2,56.062885
03/10/2022 19:15,0.409334538778627,0.545487500989626,0,0,0,8.796885
03/10/2022 19:30,0.437263218771415,0.545487500989626,0,0,0,2.633885
03/10/2022 19:45,0.466307859527162,0.545487500989626,0,0,0,2.808885
03/10/2022 20:00,0.439890896324354,0.545487500989626,0,0,0,2.875885
03/10/2022 20:15,0.348456934531746,0.485684532135889,0,0,0,2.576885
03/10/2022 20:30,0.316325046595896,0.485684532135889,0,0,0,2.686885
03/10/2022 20:45,0.205501850946341,0.485684532135889,0,0,0,4.530885
03/10/2022 21:00,0.156423120326236,0.485684532135889,0,0,0,2.689885
03/10/2022 21:15,0.0541602763219547,0.186669687867207,0,0,0,2.486885
03/10/2022 21:30,0.0149061932763182,0.186669687867207,0,0,0,2.453885
03/10/2022 21:45,-0.0436704950314889,0.186669687867207,0,0,0,2.501885
03/10/2022 22:00,-0.104394894900449,0.186669687867207,0,0,0,2.603885
03/10/2022 22:15,-0.174820797499292,-0.0226407031208705,0,0,0,2.592885
03/10/2022 22:30,-0.24005462710636,-0.0226407031208705,0,0,0,2.805885
03/10/2022 22:45,-0.266884304503523,-0.0226407031208705,0,0,0,3.091885
03/10/2022 23:00,-0.288681359423631,-0.0226407031208705,0,0,0,3.258885
03/10/2022 23:15,-0.370877836369451,-0.291754062962685,0,0,0,3.108885
03/10/2022 23:30,-0.404288736048127,-0.291754062962685,0,0,0,2.648885
03/10/2022 23:45,-0.498416519536575,-0.291754062962685,0,0,0,2.500885
04/10/2022 00:00,-0.491995688453033,-0.291754062962685,0,0,0,2.702885
04/10/2022 00:15,-0.570156363799118,-0.680473360511972,0,0,0,3.783885
04/10/2022 00:30,-0.599645884237186,-0.680473360511972,0,0,0,2.515885
04/10/2022 00:45,-0.635951421496595,-0.680473360511972,0,0,0,2.173885
04/10/2022 01:00,-0.641284033742149,-0.680473360511972,0,0,0,1.791885
04/10/2022 01:15,-0.647341485940368,-0.740276329365708,0,0,0,1.766885
04/10/2022 01:30,-0.656768544331328,-0.740276329365708,0,0,0,1.816885
04/10/2022 01:45,-0.684861437047799,-0.740276329365708,0,0,0,1.766885
04/10/2022 02:00,-0.66994467936324,-0.740276329365708,0,0,0,1.791885
04/10/2022 02:15,-0.687682425009131,-0.800079298219444,0,0,0,1.741885
04/10/2022 02:30,-0.719754304408594,-0.800079298219444,0,0,0,1.791885
04/10/2022 02:45,-0.685954362829613,-0.800079298219444,0,0,0,1.866885
04/10/2022 03:00,-0.693634690006054,-0.800079298219444,0,0,0,1.791885
04/10/2022 03:15,-0.677695063924912,-0.800079298219444,0,0,0,1.791885
04/10/2022 03:30,-0.687852812142514,-0.800079298219444,0,0,0,1.766885
04/10/2022 03:45,-0.617961571563175,-0.800079298219444,0,0,0,1.791885
04/10/2022 04:00,-0.664316718445185,-0.800079298219444,0,0,0,1.766885
04/10/2022 04:15,-0.607423416917526,-0.740276329365708,0,0,0,1.766885
04/10/2022 04:30,-0.579075059322606,-0.740276329365708,0,0,0,1.816885
04/10/2022 04:45,-0.59645243274202,-0.740276329365708,0,0,0,1.816885
04/10/2022 05:00,-0.52259307154711,-0.740276329365708,0,0,0,1.516885
04/10/2022 05:15,-0.50678206038367,-0.590768907231367,0,0,0,1.491885
04/10/2022 05:30,-0.43378098799519,-0.590768907231367,0,0,0,1.491885
04/10/2022 05:45,-0.424951095322447,-0.590768907231367,0,0,0,1.491885
04/10/2022 06:00,-0.332544225996652,-0.590768907231367,0,0,0,1.491885
04/10/2022 06:15,-0.278496748819899,-0.351557031816421,0,0,0,1.566885
04/10/2022 06:30,-0.126419018999174,-0.351557031816421,0,0,0,1.491885
04/10/2022 06:45,-0.0789457948168869,-0.351557031816421,0,0,0,1.491885
04/10/2022 07:00,0.0165589490580566,-0.351557031816421,0,0,0,1.491885
04/10/2022 07:15,0.165901043812367,0.0670637501597341,0,0,0,1.566885
04/10/2022 07:30,0.265832680700989,0.0670637501597341,0,0,0,1.491885
04/10/2022 07:45,0.324456733586414,0.0670637501597341,0,0,0,6.071885
04/10/2022 08:00,0.411502429171401,0.0670637501597341,0,0,0,44.062229
04/10/2022 08:15,0.464498558766102,0.366078594428416,0,0,0,97.090837
04/10/2022 08:30,0.523278040745341,0.366078594428416,1.5,0,0,165.409023
04/10/2022 08:45,0.500301350212911,0.366078594428416,1.125,0,0,326.424662
04/10/2022 09:00,0.455384312832226,0.366078594428416,36,0,0,593.654504
04/10/2022 09:15,0.34655901905659,0.276374141147812,73.5,0,0,1064.386968
04/10/2022 09:30,0.234144430745567,0.276374141147812,115.875,0,1.2,1553.042642
04/10/2022 09:45,0.167738468650969,0.276374141147812,118.125,0,3.4,1725.338783
04/10/2022 10:00,0.113183449352883,0.276374141147812,145.875,0,7.6,2264.015955
04/10/2022 10:15,0.0570146350216694,0.0969652345866024,154.125,0,12.6,2436.698352
04/10/2022 10:30,0.0785607485739192,0.0969652345866024,126.75,0,31.4,2430.977979
04/10/2022 10:45,0.00916199800802006,0.0969652345866024,156.75,0,36.8,2749.195532
04/10/2022 11:00,-0.0988654682013876,0.0969652345866024,199.875,0,54.6,3408.44432
04/10/2022 11:15,-0.0932656666364968,-0.0226407031208705,198,0,53.4,3669.524499
04/10/2022 11:30,-0.120794762021426,-0.0226407031208705,222.75,0,58.2,3916.671788
04/10/2022 11:45,-0.0923032300837648,-0.0226407031208705,240.375,0,60,4246.113438
04/10/2022 12:00,-0.144280095274595,-0.0226407031208705,247.125,0,56,4237.07559
04/10/2022 12:15,-0.400662727821247,-0.231951094108948,256.5,0,69.2,4556.255961
